text,category
My router keeps disconnecting every few minutes after the latest update.,Technical Issue
Forgot my password and need access since this morning.,Account Access
When does my billing cycle start and end? asap please.,Billing
Do you support international roaming? thanks.,General Inquiry
Payment failed but the money was deducted thanks.,Billing
Can you provide a credit note for the overcharge? this week.,Billing
I want to cancel my subscription before renewal — please advise.,Billing
I got locked out after too many attempts after the latest update.,Account Access
I want to cancel my subscription before renewal for my account?,Billing
When does my billing cycle start and end? on my laptop and phone.,Billing
can you provide a credit note for the overcharge? — any quick fix?,Billing
Can I get a copy of last month's invoice? today.,Billing
Is there a free trial I can test first? — any quick fix?,General Inquiry
Experiencing packet loss while gaming thanks.,Technical Issue
How can I change my email address? today.,Account Access
Internet is not working in my area today.,Technical Issue
Forgot my security and need access since this morning.,Account Access
What are your customer support hours? this week.,General Inquiry
i need to verify my account to sign in since this morning.,Account Access
is there an outage in perth? — please advise.,Technical Issue
is there an outage in sydney? thanks?,Technical Issue
Can you provide a credit note for the overcharge? this week.,Billing
How do I update my card details? this week.,Billing
Certain ports appear to be blocked on my network this week.,Technical Issue
Payment failed but the money was deducted?,Billing
I got locked out after too many attempts — any quick fix?,Account Access
I need a tax invoice with ABN for my records — please advise.,Billing
High latency during video calls since yesterday this week.,Technical Issue
I was charged twice for my subscription today.,Billing
When does my billing cycle start and end? thanks.,Billing
Do you offer a student discount? since this morning.,General Inquiry
How do I update the router firmware? — please advise.,Technical Issue
Which features are included in the standard plan? after the latest update?,General Inquiry
My promo code didn't apply at checkout — any quick fix?,Billing
Is there a free trial I can test first? since this morning.,General Inquiry
Can I get a copy of last month's invoice? today.,Billing
How do I update my card details? for my account.,Billing
what are the contract terms—month‑to‑month or annual? after the latest update.,General Inquiry
How can I change my email address? thanks.,Account Access
Login keeps failing with an 'invalid credentials' message asap please.,Account Access
Speed is very slow compared to my plan?,Technical Issue
How do I update the router firmware? — any quick fix?,Technical Issue
Please issue a refund for the mistaken charge — please advise.,Billing
Forgot my security and need access after the latest update.,Account Access
Pages won't load—could it be a DNS problem? after the latest update.,Technical Issue
Certain ports appear to be blocked on my network — please advise.,Technical Issue
Is service available at my address in Canberra? after the latest update?,General Inquiry
Please issue a refund for the mistaken charge after the latest update.,Billing
Payment failed but the money was deducted today.,Billing
forgot my security and need access since this morning.,Account Access
I want to deactivate my account — please advise.,Account Access
How do I update my card details? this week?,Billing
How do I change my plan without extra charges? on my laptop and phone.,Billing
I want to know about your plans asap please.,General Inquiry
